,Index,Org ID,Name,Website,Country,Description,Founded,Industry,Num of employees
723,22207,,Mcdowell Ltd,http://www.tucker-jennings.biz/,Czech Republic,Optimized intangible parallelism,2019,Railroad Manufacture,
724,22227,,Phelps LLC,http://www.mcgee-alvarado.info/,Ethiopia,Realigned intermediate frame,2004,Defense / Space,
725,22229,,Baker PLC,https://calderon.com/,Jamaica,Re-engineered fresh-thinking success,2019,Furniture,
726,22298,,Harrell-Cook,http://golden-glass.net/,Pitcairn Islands,Down-sized well-modulated orchestration,1984,Warehousing,
727,22347,,Mccormick-Daniel,https://pena.com/,French Guiana,Versatile context-sensitive throughput,2006,Aviation / Aerospace,
728,22354,,Klein-Olsen,https://skinner-reed.biz/,Serbia,Programmable optimizing functionalities,2005,Consumer Electronics,
729,22376,,Newton PLC,https://www.bates-aguilar.info/,Sudan,Programmable 24/7 superstructure,1987,Graphic Design / Web Design,
730,22388,,Wyatt-Pierce,http://www.osborne.com/,Czech Republic,Front-line hybrid groupware,2015,Research Industry,
731,22423,,Stanley and Sons,https://tyler.com/,Timor-Leste,Secured background capacity,1984,Philanthropy,
732,22449,,Obrien-Osborn,http://rangel.info/,Haiti,Triple-buffered client-server alliance,1973,Furniture,
733,22483,,Hughes-Bradley,https://rocha.com/,Cote d'Ivoire,Integrated full-range synergy,1993,Alternative Dispute Resolution,
734,22487,,Valdez Group,https://owens-suarez.com/,Bosnia and Herzegovina,Switchable local hierarchy,2002,Venture Capital / VC,
735,22505,,Adkins PLC,https://parrish.com/,Turkey,Visionary multi-state Local Area Network,1972,Public Relations / PR,
736,22514,,Hensley Inc,https://www.fritz.com/,Niue,Multi-lateral national time-frame,1999,Research Industry,
737,22521,,Vance-Horton,http://www.franco-bryan.biz/,Montenegro,Persevering content-based hardware,2016,Wireless,
738,22626,,Moore-York,http://www.wilkins.com/,Burundi,Persistent methodical model,2019,Import / Export,
739,22649,,Rangel Inc,http://www.fowler.org/,Botswana,Team-oriented context-sensitive firmware,1990,Logistics / Procurement,
740,22679,,Hays Group,http://conrad.com/,Zimbabwe,Compatible bifurcated intranet,2013,Wholesale,
741,22681,,Bates LLC,https://garcia-greer.info/,Egypt,Managed fault-tolerant utilization,1982,Telecommunications,
742,22686,,Prince-Jennings,http://gaines.info/,Burundi,Phased reciprocal task-force,1978,Staffing / Recruiting,
743,22717,,Kaufman and Sons,https://glass-sawyer.net/,Cook Islands,Ameliorated 24/7 customer loyalty,2015,Program Development,
744,22743,,Delacruz-Cruz,https://higgins.com/,Guernsey,Configurable foreground array,1974,Sporting Goods,
745,22765,,Stuart and Sons,https://www.torres-wall.com/,Western Sahara,Profit-focused context-sensitive customer loyalty,1988,Plastics,
746,22829,,Wiley-Leach,http://www.shaw.com/,Cocos (Keeling) Islands,Extended zero-defect utilization,2010,Fishery,
747,22836,,Patel-Jarvis,http://www.flowers.com/,French Southern Territories,User-friendly heuristic parallelism,1980,Pharmaceuticals,
748,22925,,Maddox-Mejia,http://www.kennedy-houston.org/,Bolivia,Function-based solution-oriented support,1995,Financial Services,
749,22928,,Newman PLC,http://www.medina-webb.info/,Saint Vincent and the Grenadines,Integrated object-oriented Graphical User Interface,2015,Banking / Mortgage,
750,22983,,Brewer PLC,http://lee.com/,Algeria,Operative systemic concept,1991,Computer Networking,
751,23097,,Hall LLC,https://www.patton.com/,Tokelau,Automated cohesive instruction set,2013,Hospitality,
752,23151,,Koch Inc,https://www.dominguez.net/,Dominican Republic,Intuitive optimizing help-desk,1984,Translation / Localization,
753,23197,,Short-Jordan,http://www.sellers.info/,Croatia,Proactive homogeneous utilization,1986,Consumer Services,
754,23232,,Winters Ltd,http://www.acosta-hampton.com/,Moldova,Universal interactive capacity,1974,Nanotechnology,
755,23233,,Chaney-Harmon,https://figueroa.com/,Lithuania,Expanded optimal migration,2018,Paper / Forest Products,
756,23256,,Saunders-Melendez,http://camacho-ryan.com/,Lao People's Democratic Republic,User-centric dynamic capability,1997,Paper / Forest Products,
757,23343,,Oneill PLC,https://hayden-short.biz/,Switzerland,Open-architected holistic artificial intelligence,2016,Online Publishing,
758,23345,,Berry-Velazquez,https://www.clements.org/,Ireland,Implemented logistical project,1995,Wholesale,
759,23361,,Acevedo PLC,https://www.christian.com/,Benin,Upgradable logistical middleware,2011,Philanthropy,
760,23376,,Fitzgerald-Forbes,https://terrell.com/,Oman,Fundamental explicit project,1977,Industrial Automation,
761,23414,,Santos PLC,https://kaufman.com/,Ethiopia,Quality-focused intermediate infrastructure,2013,Non - Profit / Volunteering,
762,23418,,Blackburn-Barnett,https://compton.com/,Slovenia,Future-proofed motivating extranet,1981,Maritime,
763,23442,,Edwards-Mcmahon,http://www.newman-wiley.org/,Reunion,Adaptive attitude-oriented functionalities,2006,Animation,
764,23456,,Petersen Ltd,https://www.blackburn-sherman.com/,Benin,Pre-emptive systemic website,2012,Law Enforcement,
765,23531,,Cordova-Randolph,http://peck.info/,Congo,Monitored disintermediate orchestration,1987,Maritime,
766,23566,,Rose LLC,https://trevino-lester.info/,Maldives,Compatible explicit projection,2021,E - Learning,
767,23567,,Graham-Mcguire,https://www.cardenas-harrison.com/,Saint Martin,De-engineered impactful architecture,1992,International Affairs,
768,23627,,Townsend Inc,https://www.mcknight.com/,Israel,Innovative bifurcated analyzer,2000,Information Services,
769,23641,,Stewart Group,https://glenn-pennington.net/,Jamaica,Multi-layered zero tolerance forecast,2011,Paper / Forest Products,
770,23645,,Lambert Group,https://roth.com/,Czech Republic,Cross-group coherent access,1993,Package / Freight Delivery,
771,23666,,Gill Ltd,http://www.fuentes.com/,Denmark,Configurable client-server capacity,1987,Translation / Localization,
772,23719,,Riley Group,https://www.larson-donaldson.com/,Central African Republic,Profit-focused attitude-oriented process improvement,1972,Logistics / Procurement,
773,23720,,Salas LLC,http://stafford-glover.biz/,El Salvador,Front-line user-facing customer loyalty,1979,Ranching,
774,23774,,Andrade Group,https://www.foley.com/,Paraguay,Managed eco-centric middleware,2004,Computer Networking,
775,23789,,Hughes-Horton,http://beck.net/,Nepal,Adaptive dynamic concept,2013,Oil / Energy / Solar / Greentech,
776,23801,,Hayden-Freeman,https://www.allen-stout.net/,Hungary,Compatible global neural-net,1999,Arts / Crafts,
777,23849,,Sellers PLC,https://webster.org/,Bahrain,Triple-buffered well-modulated encryption,1998,Fishery,
778,23923,,Salinas Group,https://french.com/,Sao Tome and Principe,Multi-layered dedicated groupware,1971,Facilities Services,
779,23935,,Novak-Lutz,https://leon.com/,Greece,Synergized motivating budgetary management,2015,Facilities Services,
780,23956,,Miranda-Coleman,http://www.tate-brady.biz/,Vanuatu,User-centric neutral extranet,1996,Apparel / Fashion,
781,23963,,Gillespie-Manning,https://www.wolf.com/,Faroe Islands,Polarized hybrid time-frame,1980,Computer Software / Engineering,
782,24136,,Kennedy-Cooke,https://www.fletcher-wagner.com/,Zambia,Advanced uniform function,1985,Aviation / Aerospace,
783,24189,,Harper and Sons,https://cummings.com/,Isle of Man,Mandatory client-server groupware,2009,Defense / Space,
784,24204,,Rivers and Sons,http://www.moran.com/,Russian Federation,Switchable 4thgeneration middleware,1977,Automotive,
785,24231,,Curtis-Mcpherson,http://www.skinner.com/,Holy See (Vatican City State),Secured responsive support,2021,Semiconductors,
786,24340,,Campbell-Murillo,http://www.walter-hoover.com/,Chile,Persevering demand-driven parallelism,1974,Individual / Family Services,
787,24352,,Hendricks-Cordova,https://www.short.com/,Taiwan,User-centric upward-trending synergy,2017,Education Management,
788,24367,,Webster-Harrell,http://conrad-lozano.org/,Monaco,Organic heuristic circuit,2018,Oil / Energy / Solar / Greentech,
789,24370,,Andersen PLC,http://www.townsend.org/,Cocos (Keeling) Islands,Open-source client-driven array,2020,Security / Investigations,
790,24385,,Hall LLC,http://www.conrad.com/,Eritrea,User-centric local methodology,1996,Telecommunications,
791,24394,,Ball PLC,https://buchanan-crane.com/,Moldova,Self-enabling homogeneous attitude,2015,Law Practice / Law Firms,
792,24472,,Munoz-Clay,http://powell.biz/,Malta,Mandatory static approach,2007,Computer Networking,
793,24536,,Braun-Mcknight,http://www.lucero.net/,Chad,Robust leadingedge toolset,1984,Entertainment / Movie Production,
794,24544,,Lloyd PLC,http://www.wolf-castro.com/,Wallis and Futuna,Polarized responsive hardware,1977,Writing / Editing,
795,24552,,Valencia Group,http://mccall.com/,Rwanda,Re-engineered local definition,1981,Food / Beverages,
796,24645,,Schultz-Vazquez,https://mullen.com/,Jersey,Sharable executive access,1995,Consumer Services,
797,24655,,Jackson Ltd,https://quinn.com/,Martinique,Right-sized executive hierarchy,2004,Dairy,
798,24673,,Kaiser PLC,https://www.miles.com/,Saint Pierre and Miquelon,Cross-group clear-thinking middleware,2016,Graphic Design / Web Design,
799,24674,,Orozco LLC,https://watts.com/,Chad,Reactive explicit firmware,1976,Wine / Spirits,
800,24700,,Lang Group,https://gates.com/,Cambodia,Devolved fault-tolerant orchestration,2007,Outsourcing / Offshoring,
801,24752,,Camacho Inc,https://www.terrell.org/,Namibia,Vision-oriented actuating model,1997,Sports,
802,24870,,Mckinney-Yang,http://patterson-whitehead.com/,Nicaragua,Synchronized contextually-based knowledgebase,2020,Environmental Services,
803,24872,,Leblanc Group,https://www.donaldson.com/,Albania,Triple-buffered encompassing concept,2008,Program Development,
804,24881,,Coffey Inc,http://www.woodward-newman.com/,Djibouti,Managed executive intranet,1975,Graphic Design / Web Design,
805,24887,,Gray Inc,http://hines.org/,Lesotho,Right-sized methodical knowledge user,1997,Electrical / Electronic Manufacturing,
806,24895,,Peck-Davila,http://www.brennan.com/,Tunisia,Innovative zero-defect project,1977,Wireless,
807,24903,,Williams-Schwartz,https://www.jacobson-nichols.info/,Iceland,Stand-alone fault-tolerant emulation,1995,Architecture / Planning,
808,24947,,Barrett-Pham,https://www.snow-crosby.com/,Honduras,Cross-group object-oriented parallelism,1993,Publishing Industry,
809,24966,,Wade Ltd,http://cooper.biz/,Panama,Fully-configurable contextually-based strategy,2013,Political Organization,
810,24995,,Tucker-Mata,https://mayer.com/,Palestinian Territory,Sharable next generation knowledgebase,1973,Pharmaceuticals,
811,25033,,Padilla-Thompson,http://www.preston.com/,Lithuania,Programmable stable throughput,1983,E - Learning,
812,25067,,Ballard-Rubio,https://harris.com/,Slovakia (Slovak Republic),Future-proofed upward-trending hierarchy,1977,Program Development,
813,25084,,Cantu and Sons,http://reese.com/,Slovakia (Slovak Republic),Fully-configurable 3rdgeneration moderator,2006,Music,
814,25093,,Owens-Chang,http://www.moss.com/,Andorra,Optimized foreground Internet solution,2017,Government Relations,
815,25144,,Li PLC,http://www.terry-kerr.com/,Norfolk Island,Enhanced non-volatile toolset,1991,Furniture,
816,25148,,Walsh LLC,https://hoffman.com/,Martinique,User-centric encompassing initiative,2006,Animation,
817,25315,,Vance and Sons,https://www.sanchez.com/,Burundi,Total foreground access,1997,Pharmaceuticals,
818,25373,,Monroe-Pearson,https://www.quinn.com/,Jersey,Grass-roots multimedia collaboration,2003,Military Industry,
819,25380,,Pineda Group,http://www.lara.com/,Svalbard & Jan Mayen Islands,Monitored next generation Graphical User Interface,1975,Utilities,
820,25385,,Walker Group,http://yates.biz/,Reunion,Compatible bandwidth-monitored hardware,1989,Pharmaceuticals,
821,25413,,Olson Group,https://www.griffin.com/,Congo,Distributed 3rdgeneration flexibility,1999,Alternative Dispute Resolution,
822,25435,,Church LLC,http://www.bird.com/,Namibia,Organized mission-critical moratorium,1982,Legal Services,
823,25471,,Mcclain-Wells,https://benton.com/,French Southern Territories,Reactive asymmetric framework,2007,Consumer Goods,
824,25554,,Odonnell-Gaines,https://www.castillo.com/,Qatar,Secured dynamic project,1972,Religious Institutions,
825,25561,,Vargas-Golden,http://www.nicholson-sutton.net/,Timor-Leste,Monitored 24hour encryption,1982,Package / Freight Delivery,
826,25597,,Leblanc-Cooke,http://www.hodges-oneal.net/,Maldives,Secured optimal productivity,1995,Packaging / Containers,
827,25622,,Villegas LLC,http://www.terrell-noble.com/,Marshall Islands,Ameliorated 6thgeneration migration,2020,Hospital / Health Care,
828,25656,,Mcneil-Maldonado,http://watson.com/,American Samoa,Reverse-engineered reciprocal access,2001,Insurance,
829,25661,,Kim LLC,http://wright-mckay.info/,Samoa,Profound cohesive matrix,1986,Retail Industry,
830,25673,,Park Ltd,http://schroeder.com/,Yemen,Reduced heuristic flexibility,1972,Government Relations,
831,25712,,Jordan-Chan,https://www.huang.org/,Canada,Intuitive maximized solution,1974,Mining / Metals,
832,25715,,Simpson-Stewart,https://www.beltran.com/,Liechtenstein,Persistent background collaboration,2001,Banking / Mortgage,
833,25723,,Noble LLC,https://www.gaines-tyler.com/,Somalia,Expanded fresh-thinking toolset,2015,Military Industry,
834,25741,,Haynes LLC,http://www.rocha-marshall.com/,El Salvador,Grass-roots transitional process improvement,1972,Political Organization,
835,25762,,Velasquez Ltd,https://www.swanson.com/,Cayman Islands,Sharable multi-state software,1975,Consumer Services,
836,25831,,Velazquez Ltd,https://www.dorsey.biz/,India,User-friendly coherent complexity,1971,Hospital / Health Care,
837,25887,,Gonzales Ltd,https://www.clay.com/,Gabon,Down-sized tangible methodology,2010,Media Production,
838,25906,,Erickson and Sons,http://holmes.com/,Turks and Caicos Islands,Down-sized radical knowledge user,1985,Telecommunications,
839,25915,,Kaufman Inc,https://www.peterson-maynard.com/,Mali,Operative foreground infrastructure,1980,Business Supplies / Equipment,
840,25923,,Kemp and Sons,https://www.norman.org/,Turkmenistan,Right-sized demand-driven access,2012,E - Learning,
841,25948,,Wells and Sons,https://lin.com/,Argentina,Cloned fault-tolerant hardware,1971,Animation,
842,25966,,Sherman LLC,http://www.crosby.net/,Belarus,Seamless dedicated encryption,2022,Alternative Dispute Resolution,
843,25993,,Bell-Ritter,http://church.com/,Tanzania,Self-enabling foreground archive,2013,Automotive,
844,26005,,Payne PLC,http://vaughn-mclaughlin.com/,Greenland,Intuitive scalable contingency,2004,Events Services,
845,26036,,Fuller-Cordova,https://olson.com/,Bouvet Island (Bouvetoya),Proactive client-driven model,2005,Airlines / Aviation,
846,26071,,Hernandez-Lozano,https://www.dougherty.net/,Anguilla,Self-enabling actuating database,2009,Motion Pictures / Film,
847,26165,,Le and Sons,http://www.hogan-gamble.biz/,Jamaica,Proactive composite standardization,2019,Staffing / Recruiting,
848,26170,,Velasquez-Figueroa,https://baird-bradford.com/,Angola,User-friendly fault-tolerant definition,2013,Security / Investigations,
849,26196,,Rangel-Morales,https://acosta.info/,American Samoa,Profound neutral access,2013,Animation,
850,26218,,Rich PLC,http://barron.com/,Suriname,Digitized well-modulated archive,1973,Consumer Electronics,
851,26263,,Pineda-Hawkins,http://buchanan-santos.biz/,Antigua and Barbuda,Multi-layered tangible Graphic Interface,1994,Electrical / Electronic Manufacturing,
852,26283,,Lindsey and Sons,http://www.sutton.com/,Honduras,Synergistic transitional system engine,1991,Paper / Forest Products,
